"Date","Location","Population Type","Observations","Gender"
2020-09-30,"Christchurch Men's Prison","Remand accused prisoners",328,"Male"
2020-09-30,"Christchurch Men's Prison","Remand convicted prisoners",0,"Male"
2020-09-30,"Christchurch Men's Prison","Sentenced prisoners",468,"Male"
2020-09-30,"Christchurch Men's Prison","Onsite population",0,"Male"
2020-09-30,"Christchurch Men's Prison","Offsite population",0,"Male"
2020-09-30,"Christchurch Men's Prison","Total population",796,"Male"
2020-09-30,"Christchurch Men's Prison","Population percentage",8.8,"Male"
2020-12-31,"Christchurch Men's Prison","Remand accused prisoners",334,"Male"
2020-12-31,"Christchurch Men's Prison","Remand convicted prisoners",0,"Male"
2020-12-31,"Christchurch Men's Prison","Sentenced prisoners",470,"Male"
2020-12-31,"Christchurch Men's Prison","Onsite population",0,"Male"
2020-12-31,"Christchurch Men's Prison","Offsite population",0,"Male"
2020-12-31,"Christchurch Men's Prison","Total population",804,"Male"
2020-12-31,"Christchurch Men's Prison","Population percentage",9.4,"Male"
2021-03-31,"Christchurch Men's Prison","Remand accused prisoners",337,"Male"
2021-03-31,"Christchurch Men's Prison","Remand convicted prisoners",0,"Male"
2021-03-31,"Christchurch Men's Prison","Sentenced prisoners",464,"Male"
2021-03-31,"Christchurch Men's Prison","Onsite population",0,"Male"
2021-03-31,"Christchurch Men's Prison","Offsite population",0,"Male"
2021-03-31,"Christchurch Men's Prison","Total population",801,"Male"
2021-03-31,"Christchurch Men's Prison","Population percentage",9.3,"Male"
2021-06-30,"Christchurch Men's Prison","Remand accused prisoners",344,"Male"
2021-06-30,"Christchurch Men's Prison","Remand convicted prisoners",0,"Male"
2021-06-30,"Christchurch Men's Prison","Sentenced prisoners",415,"Male"
2021-06-30,"Christchurch Men's Prison","Onsite population",0,"Male"
2021-06-30,"Christchurch Men's Prison","Offsite population",0,"Male"
2021-06-30,"Christchurch Men's Prison","Total population",759,"Male"
2021-06-30,"Christchurch Men's Prison","Population percentage",9.1,"Male"
2021-09-30,"Christchurch Men's Prison","Remand accused prisoners",361,"Male"
2021-09-30,"Christchurch Men's Prison","Remand convicted prisoners",0,"Male"
2021-09-30,"Christchurch Men's Prison","Sentenced prisoners",404,"Male"
2021-09-30,"Christchurch Men's Prison","Onsite population",765,"Male"
2021-09-30,"Christchurch Men's Prison","Offsite population",12,"Male"
2021-09-30,"Christchurch Men's Prison","Total population",777,"Male"
2021-09-30,"Christchurch Men's Prison","Population percentage",9.7,"Male"
2021-12-31,"Christchurch Men's Prison","Remand accused prisoners",336,"Male"
2021-12-31,"Christchurch Men's Prison","Remand convicted prisoners",0,"Male"
2021-12-31,"Christchurch Men's Prison","Sentenced prisoners",397,"Male"
2021-12-31,"Christchurch Men's Prison","Onsite population",733,"Male"
2021-12-31,"Christchurch Men's Prison","Offsite population",13,"Male"
2021-12-31,"Christchurch Men's Prison","Total population",746,"Male"
2021-12-31,"Christchurch Men's Prison","Population percentage",9.7,"Male"
2022-03-31,"Christchurch Men's Prison","Remand accused prisoners",367,"Male"
2022-03-31,"Christchurch Men's Prison","Remand convicted prisoners",0,"Male"
2022-03-31,"Christchurch Men's Prison","Sentenced prisoners",377,"Male"
2022-03-31,"Christchurch Men's Prison","Onsite population",744,"Male"
2022-03-31,"Christchurch Men's Prison","Offsite population",9,"Male"
2022-03-31,"Christchurch Men's Prison","Total population",753,"Male"
2022-03-31,"Christchurch Men's Prison","Population percentage",9.8,"Male"
2022-06-30,"Christchurch Men's Prison","Remand accused prisoners",378,"Male"
2022-06-30,"Christchurch Men's Prison","Remand convicted prisoners",0,"Male"
2022-06-30,"Christchurch Men's Prison","Sentenced prisoners",385,"Male"
2022-06-30,"Christchurch Men's Prison","Onsite population",763,"Male"
2022-06-30,"Christchurch Men's Prison","Offsite population",7,"Male"
2022-06-30,"Christchurch Men's Prison","Total population",770,"Male"
2022-06-30,"Christchurch Men's Prison","Population percentage",10,"Male"
2022-09-30,"Christchurch Men's Prison","Remand accused prisoners",420,"Male"
2022-09-30,"Christchurch Men's Prison","Remand convicted prisoners",0,"Male"
2022-09-30,"Christchurch Men's Prison","Sentenced prisoners",335,"Male"
2022-09-30,"Christchurch Men's Prison","Onsite population",755,"Male"
2022-09-30,"Christchurch Men's Prison","Offsite population",8,"Male"
2022-09-30,"Christchurch Men's Prison","Total population",763,"Male"
2022-09-30,"Christchurch Men's Prison","Population percentage",9.6,"Male"
2022-12-31,"Christchurch Men's Prison","Remand accused prisoners",407,"Male"
2022-12-31,"Christchurch Men's Prison","Remand convicted prisoners",0,"Male"
2022-12-31,"Christchurch Men's Prison","Sentenced prisoners",281,"Male"
2022-12-31,"Christchurch Men's Prison","Onsite population",688,"Male"
2022-12-31,"Christchurch Men's Prison","Offsite population",7,"Male"
2022-12-31,"Christchurch Men's Prison","Total population",695,"Male"
2022-12-31,"Christchurch Men's Prison","Population percentage",8.6,"Male"
2023-03-31,"Christchurch Men's Prison","Remand accused prisoners",445,"Male"
2023-03-31,"Christchurch Men's Prison","Remand convicted prisoners",0,"Male"
2023-03-31,"Christchurch Men's Prison","Sentenced prisoners",282,"Male"
2023-03-31,"Christchurch Men's Prison","Onsite population",727,"Male"
2023-03-31,"Christchurch Men's Prison","Offsite population",5,"Male"
2023-03-31,"Christchurch Men's Prison","Total population",732,"Male"
2023-03-31,"Christchurch Men's Prison","Population percentage",8.7,"Male"
2023-06-30,"Christchurch Men's Prison","Remand accused prisoners",424,"Male"
2023-06-30,"Christchurch Men's Prison","Remand convicted prisoners",0,"Male"
2023-06-30,"Christchurch Men's Prison","Sentenced prisoners",316,"Male"
2023-06-30,"Christchurch Men's Prison","Onsite population",740,"Male"
2023-06-30,"Christchurch Men's Prison","Offsite population",7,"Male"
2023-06-30,"Christchurch Men's Prison","Total population",747,"Male"
2023-06-30,"Christchurch Men's Prison","Population percentage",8.7,"Male"
2023-09-30,"Christchurch Men's Prison","Remand accused prisoners",405,"Male"
2023-09-30,"Christchurch Men's Prison","Remand convicted prisoners",0,"Male"
2023-09-30,"Christchurch Men's Prison","Sentenced prisoners",362,"Male"
2023-09-30,"Christchurch Men's Prison","Onsite population",767,"Male"
2023-09-30,"Christchurch Men's Prison","Offsite population",4,"Male"
2023-09-30,"Christchurch Men's Prison","Total population",771,"Male"
2023-09-30,"Christchurch Men's Prison","Population percentage",8.7,"Male"
2023-12-31,"Christchurch Men's Prison","Remand accused prisoners",437,"Male"
2023-12-31,"Christchurch Men's Prison","Remand convicted prisoners",0,"Male"
2023-12-31,"Christchurch Men's Prison","Sentenced prisoners",355,"Male"
2023-12-31,"Christchurch Men's Prison","Onsite population",792,"Male"
2023-12-31,"Christchurch Men's Prison","Offsite population",6,"Male"
2023-12-31,"Christchurch Men's Prison","Total population",798,"Male"
2023-12-31,"Christchurch Men's Prison","Population percentage",8.8,"Male"
2024-03-31,"Christchurch Men's Prison","Remand accused prisoners",269,"Male"
2024-03-31,"Christchurch Men's Prison","Remand convicted prisoners",211,"Male"
2024-03-31,"Christchurch Men's Prison","Sentenced prisoners",346,"Male"
2024-03-31,"Christchurch Men's Prison","Onsite population",826,"Male"
2024-03-31,"Christchurch Men's Prison","Offsite population",5,"Male"
2024-03-31,"Christchurch Men's Prison","Total population",831,"Male"
2024-03-31,"Christchurch Men's Prison","Population percentage",8.7,"Male"
2018-03-31,"Hawke's Bay Regional Prison","Remand accused prisoners",189,"Male"
2018-03-31,"Hawke's Bay Regional Prison","Remand convicted prisoners",0,"Male"
2018-03-31,"Hawke's Bay Regional Prison","Sentenced prisoners",506,"Male"
2018-03-31,"Hawke's Bay Regional Prison","Onsite population",0,"Male"
2018-03-31,"Hawke's Bay Regional Prison","Offsite population",0,"Male"
2018-03-31,"Hawke's Bay Regional Prison","Total population",695,"Male"
2018-03-31,"Hawke's Bay Regional Prison","Population percentage",6.5,"Male"
2018-06-30,"Hawke's Bay Regional Prison","Remand accused prisoners",197,"Male"
2018-06-30,"Hawke's Bay Regional Prison","Remand convicted prisoners",0,"Male"
2018-06-30,"Hawke's Bay Regional Prison","Sentenced prisoners",550,"Male"
2018-06-30,"Hawke's Bay Regional Prison","Onsite population",0,"Male"
2018-06-30,"Hawke's Bay Regional Prison","Offsite population",0,"Male"
2018-06-30,"Hawke's Bay Regional Prison","Total population",747,"Male"
2018-06-30,"Hawke's Bay Regional Prison","Population percentage",7.2,"Male"
2018-09-30,"Hawke's Bay Regional Prison","Remand accused prisoners",196,"Male"
2018-09-30,"Hawke's Bay Regional Prison","Remand convicted prisoners",0,"Male"
2018-09-30,"Hawke's Bay Regional Prison","Sentenced prisoners",537,"Male"
2018-09-30,"Hawke's Bay Regional Prison","Onsite population",0,"Male"
2018-09-30,"Hawke's Bay Regional Prison","Offsite population",0,"Male"
2018-09-30,"Hawke's Bay Regional Prison","Total population",733,"Male"
2018-09-30,"Hawke's Bay Regional Prison","Population percentage",7.3,"Male"
2018-12-31,"Hawke's Bay Regional Prison","Remand accused prisoners",199,"Male"
2018-12-31,"Hawke's Bay Regional Prison","Remand convicted prisoners",0,"Male"
2018-12-31,"Hawke's Bay Regional Prison","Sentenced prisoners",477,"Male"
2018-12-31,"Hawke's Bay Regional Prison","Onsite population",0,"Male"
2018-12-31,"Hawke's Bay Regional Prison","Offsite population",0,"Male"
2018-12-31,"Hawke's Bay Regional Prison","Total population",676,"Male"
2018-12-31,"Hawke's Bay Regional Prison","Population percentage",6.9,"Male"
2019-03-31,"Hawke's Bay Regional Prison","Remand accused prisoners",212,"Male"
2019-03-31,"Hawke's Bay Regional Prison","Remand convicted prisoners",0,"Male"
2019-03-31,"Hawke's Bay Regional Prison","Sentenced prisoners",448,"Male"
2019-03-31,"Hawke's Bay Regional Prison","Onsite population",0,"Male"
2019-03-31,"Hawke's Bay Regional Prison","Offsite population",0,"Male"
2019-03-31,"Hawke's Bay Regional Prison","Total population",660,"Male"
2019-03-31,"Hawke's Bay Regional Prison","Population percentage",6.6,"Male"
2019-06-30,"Hawke's Bay Regional Prison","Remand accused prisoners",243,"Male"
2019-06-30,"Hawke's Bay Regional Prison","Remand convicted prisoners",0,"Male"
2019-06-30,"Hawke's Bay Regional Prison","Sentenced prisoners",443,"Male"
2019-06-30,"Hawke's Bay Regional Prison","Onsite population",0,"Male"
2019-06-30,"Hawke's Bay Regional Prison","Offsite population",0,"Male"
2019-06-30,"Hawke's Bay Regional Prison","Total population",686,"Male"
2019-06-30,"Hawke's Bay Regional Prison","Population percentage",6.9,"Male"
2019-09-30,"Hawke's Bay Regional Prison","Remand accused prisoners",227,"Male"
2019-09-30,"Hawke's Bay Regional Prison","Remand convicted prisoners",0,"Male"
2019-09-30,"Hawke's Bay Regional Prison","Sentenced prisoners",451,"Male"
2019-09-30,"Hawke's Bay Regional Prison","Onsite population",0,"Male"
2019-09-30,"Hawke's Bay Regional Prison","Offsite population",0,"Male"
2019-09-30,"Hawke's Bay Regional Prison","Total population",678,"Male"
2019-09-30,"Hawke's Bay Regional Prison","Population percentage",6.8,"Male"
2019-12-31,"Hawke's Bay Regional Prison","Remand accused prisoners",191,"Male"
2019-12-31,"Hawke's Bay Regional Prison","Remand convicted prisoners",0,"Male"
2019-12-31,"Hawke's Bay Regional Prison","Sentenced prisoners",465,"Male"
2019-12-31,"Hawke's Bay Regional Prison","Onsite population",0,"Male"
2019-12-31,"Hawke's Bay Regional Prison","Offsite population",0,"Male"
2019-12-31,"Hawke's Bay Regional Prison","Total population",656,"Male"
2019-12-31,"Hawke's Bay Regional Prison","Population percentage",6.7,"Male"
2020-03-31,"Hawke's Bay Regional Prison","Remand accused prisoners",226,"Male"
2020-03-31,"Hawke's Bay Regional Prison","Remand convicted prisoners",0,"Male"
2020-03-31,"Hawke's Bay Regional Prison","Sentenced prisoners",421,"Male"
2020-03-31,"Hawke's Bay Regional Prison","Onsite population",0,"Male"
2020-03-31,"Hawke's Bay Regional Prison","Offsite population",0,"Male"
2020-03-31,"Hawke's Bay Regional Prison","Total population",647,"Male"
2020-03-31,"Hawke's Bay Regional Prison","Population percentage",6.5,"Male"
2020-06-30,"Hawke's Bay Regional Prison","Remand accused prisoners",207,"Male"
2020-06-30,"Hawke's Bay Regional Prison","Remand convicted prisoners",0,"Male"
2020-06-30,"Hawke's Bay Regional Prison","Sentenced prisoners",404,"Male"
2020-06-30,"Hawke's Bay Regional Prison","Onsite population",0,"Male"
2020-06-30,"Hawke's Bay Regional Prison","Offsite population",0,"Male"
2020-06-30,"Hawke's Bay Regional Prison","Total population",611,"Male"
2020-06-30,"Hawke's Bay Regional Prison","Population percentage",6.4,"Male"
2020-09-30,"Hawke's Bay Regional Prison","Remand accused prisoners",176,"Male"
2020-09-30,"Hawke's Bay Regional Prison","Remand convicted prisoners",0,"Male"
2020-09-30,"Hawke's Bay Regional Prison","Sentenced prisoners",385,"Male"
2020-09-30,"Hawke's Bay Regional Prison","Onsite population",0,"Male"
2020-09-30,"Hawke's Bay Regional Prison","Offsite population",0,"Male"
2020-09-30,"Hawke's Bay Regional Prison","Total population",561,"Male"
2020-09-30,"Hawke's Bay Regional Prison","Population percentage",6.2,"Male"
2020-12-31,"Hawke's Bay Regional Prison","Remand accused prisoners",149,"Male"
2020-12-31,"Hawke's Bay Regional Prison","Remand convicted prisoners",0,"Male"
2020-12-31,"Hawke's Bay Regional Prison","Sentenced prisoners",399,"Male"
2020-12-31,"Hawke's Bay Regional Prison","Onsite population",0,"Male"
2020-12-31,"Hawke's Bay Regional Prison","Offsite population",0,"Male"
2020-12-31,"Hawke's Bay Regional Prison","Total population",548,"Male"
2020-12-31,"Hawke's Bay Regional Prison","Population percentage",6.4,"Male"
2021-03-31,"Hawke's Bay Regional Prison","Remand accused prisoners",175,"Male"
2021-03-31,"Hawke's Bay Regional Prison","Remand convicted prisoners",0,"Male"
2021-03-31,"Hawke's Bay Regional Prison","Sentenced prisoners",366,"Male"
2021-03-31,"Hawke's Bay Regional Prison","Onsite population",0,"Male"
2021-03-31,"Hawke's Bay Regional Prison","Offsite population",0,"Male"
2021-03-31,"Hawke's Bay Regional Prison","Total population",541,"Male"
2021-03-31,"Hawke's Bay Regional Prison","Population percentage",6.2,"Male"
2021-06-30,"Hawke's Bay Regional Prison","Remand accused prisoners",176,"Male"
2021-06-30,"Hawke's Bay Regional Prison","Remand convicted prisoners",0,"Male"
2021-06-30,"Hawke's Bay Regional Prison","Sentenced prisoners",358,"Male"
